sport,start_time_weekday_cat,start_time_daytime_cat,start_time_season_cat,duration_s,distance_km,calories_kcal,speed_avg_kmh,speed_max_kmh,start_lat,start_long,end_lat,end_long,hydration_l,created_date_year,created_date_month,created_date_day,created_date_hour,created_date_minute,created_date_second,start_time_year,start_time_month,start_time_day,start_time_hour,start_time_minute,start_time_second,end_time_year,end_time_month,end_time_day,end_time_hour,end_time_minute,end_time_second,sport_BADMINTON,sport_BEACH_VOLLEY,sport_CROSSFIT,sport_CROSS_TRAINING,sport_CYCLING_SPORT,sport_CYCLING_TRANSPORTATION,sport_FITNESS_WALKING,sport_ICE_SKATING,sport_ROLLER_SKATING,sport_RUNNING,sport_RUNNING_CANICROSS,sport_SKIING_CROSS_COUNTRY,sport_STAIR_CLIMBING,sport_STRETCHING,sport_SWIMMING,sport_WALKING,sport_WEIGHT_TRAINING,source_INPUT_MANUAL_MOBILE,source_TRACK_MOBILE,start_time_weekday_Friday,start_time_weekday_Monday,start_time_weekday_Saturday,start_time_weekday_Sunday,start_time_weekday_Thursday,start_time_weekday_Tuesday,start_time_weekday_Wednesday,start_time_daytime_AFTERNOON,start_time_daytime_EVENING,start_time_daytime_MORNING,start_time_daytime_NIGHT,start_time_season_AUTUMN,start_time_season_SPRING,start_time_season_SUMMER,start_time_season_WINTER
WALKING,Tuesday,AFTERNOON,AUTUMN,2967,3.85,279.079,4.671385237613752,9.0,64.231755,27.729462,64.2318,27.729457,0.13289327687626773,2017,10,17,15,6,30,2017,10,17,15,5,21,2017,10,17,15,54,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
WALKING,Wednesday,NIGHT,AUTUMN,1000,1.12,86.4385,4.032,7.2,64.231868,27.72931,64.231765,27.729515,0.13289327687626773,2017,10,18,3,17,7,2017,10,18,3,16,0,2017,10,18,3,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
RUNNING,Wednesday,AFTERNOON,AUTUMN,3669,7.74,769.65,7.594439901880621,17.1,64.231679,27.729622,64.23172,27.729712,0.2855424999999999,2017,10,18,15,48,4,2017,10,18,14,48,21,2017,10,18,15,49,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
WALKING,Thursday,NIGHT,AUTUMN,1549,1.32,115.69,3.067785668173015,10.8,64.231955,27.729272,64.231937,27.729439,0.13289327687626773,2017,10,19,4,14,44,2017,10,19,4,13,29,2017,10,19,4,39,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
WALKING,Thursday,AFTERNOON,AUTUMN,3848,5.32,393.56,4.977130977130977,8.1,64.231931,27.729183,64.231793,27.729478,0.13289327687626773,2017,10,19,14,23,9,2017,10,19,14,19,54,2017,10,19,15,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
WALKING,Friday,NIGHT,AUTUMN,1404,1.39,113.528,3.564102564102564,9.9,64.231754,27.729839,64.231803,27.7295,0.13289327687626773,2017,10,20,4,28,46,2017,10,20,4,11,28,2017,10,20,4,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
RUNNING,Friday,AFTERNOON,AUTUMN,3488,7.82,795.648,8.071100917431194,15.3,64.232104,27.728879,64.231723,27.729494,0.2855424999999999,2017,10,20,14,14,19,2017,10,20,14,12,30,2017,10,20,15,10,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Saturday,MORNING,AUTUMN,2867,3.62,265.371,4.545517963027555,6.3,64.232055,27.729632,64.231836,27.729549,0.13289327687626773,2017,10,21,7,15,1,2017,10,21,6,27,17,2017,10,21,7,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
WALKING,Saturday,AFTERNOON,AUTUMN,2040,2.81,207.054,4.958823529411765,9.9,64.231742,27.728898,64.231829,27.729586,0.13289327687626773,2017,10,21,14,20,18,2017,10,21,14,14,53,2017,10,21,14,48,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Sunday,MORNING,AUTUMN,3120,4.19,300.171,4.834615384615385,8.1,64.23163,27.729348,64.231663,27.72973,0.13289327687626773,2017,10,22,6,59,57,2017,10,22,6,57,4,2017,10,22,7,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
BADMINTON,Sunday,AFTERNOON,AUTUMN,2700,0.0,407.01,0.0,5.0,64.231823,27.729216,64.231816,27.729521,0.265088,2017,10,22,18,51,35,2017,10,22,11,0,0,2017,10,22,11,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
WALKING,Sunday,AFTERNOON,AUTUMN,1742,1.98,151.819,4.091848450057405,6.3,64.231823,27.729216,64.231816,27.729521,0.13289327687626773,2017,10,22,14,5,19,2017,10,22,14,3,47,2017,10,22,14,32,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
WALKING,Monday,NIGHT,AUTUMN,1195,1.44,107.654,4.338075313807532,7.2,64.232044,27.729499,64.231804,27.729546,0.13289327687626773,2017,10,23,3,18,39,2017,10,23,3,12,58,2017,10,23,3,32,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
WALKING,Monday,AFTERNOON,AUTUMN,1680,1.96,148.581,4.199999999999999,8.1,64.231685,27.729478,64.231842,27.729588,0.13289327687626773,2017,10,23,14,48,44,2017,10,23,14,47,3,2017,10,23,15,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
WEIGHT_TRAINING,Monday,AFTERNOON,AUTUMN,2700,0.0,444.011,0.0,2.400000035762787,64.231685,27.729478,64.231842,27.729588,0.2025800774647887,2017,10,23,16,55,55,2017,10,23,15,54,0,2017,10,23,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Tuesday,NIGHT,AUTUMN,2850,1.32,158.479,1.6673684210526312,6.3,64.231743,27.729335,64.231951,27.729355,0.13289327687626773,2017,10,24,3,18,17,2017,10,24,3,15,27,2017,10,24,4,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
WALKING,Tuesday,AFTERNOON,AUTUMN,2329,2.92,214.685,4.513525118076427,7.2,64.231821,27.729402,64.23179,27.729569,0.13289327687626773,2017,10,24,14,46,25,2017,10,24,14,44,34,2017,10,24,15,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
WALKING,Wednesday,NIGHT,AUTUMN,900,1.3,100.589,5.2,10.054601488563929,64.231821,27.729402,64.23179,27.729569,0.13289327687626773,2017,10,25,7,41,18,2017,10,25,2,40,0,2017,10,25,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
WALKING,Thursday,NIGHT,AUTUMN,1109,1.08,88.9043,3.505861136158701,7.2,64.231847,27.729459,64.231787,27.729488,0.13289327687626773,2017,10,26,3,47,25,2017,10,26,3,45,7,2017,10,26,4,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
WALKING,Thursday,AFTERNOON,AUTUMN,2733,3.36,249.07,4.425905598243688,7.2,64.231837,27.729488,64.231762,27.729579,0.13289327687626773,2017,10,26,16,6,13,2017,10,26,15,39,55,2017,10,26,16,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
WALKING,Friday,NIGHT,AUTUMN,1065,1.22,93.2243,4.123943661971831,6.3,64.231769,27.729618,64.232056,27.728972,0.13289327687626773,2017,10,27,3,23,3,2017,10,27,3,18,52,2017,10,27,3,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
WALKING,Friday,AFTERNOON,AUTUMN,2797,3.26,247.234,4.195924204504827,7.2,64.232368,27.731077,64.231786,27.729603,0.13289327687626773,2017,10,27,14,20,24,2017,10,27,14,19,12,2017,10,27,15,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Saturday,MORNING,AUTUMN,4779,3.95,350.92,2.975517890772128,6.3,64.231683,27.72968,64.232018,27.729565,0.13289327687626773,2017,10,28,7,17,24,2017,10,28,7,16,6,2017,10,28,8,35,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
WEIGHT_TRAINING,Saturday,AFTERNOON,AUTUMN,3000,0.0,493.346,0.0,2.400000035762787,64.231901,27.729815,64.231754,27.72985,0.2025800774647887,2017,10,27,19,18,37,2017,10,28,15,30,0,2017,10,28,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Saturday,AFTERNOON,AUTUMN,2844,3.35,252.9,4.2405063291139244,8.1,64.231901,27.729815,64.231754,27.72985,0.13289327687626773,2017,10,28,15,42,20,2017,10,28,15,40,59,2017,10,28,16,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Sunday,MORNING,AUTUMN,1044,1.36,98.4269,4.689655172413794,6.3,64.231571,27.729675,64.231772,27.729598,0.13289327687626773,2017,10,29,7,26,30,2017,10,29,7,24,55,2017,10,29,7,42,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
WALKING,Sunday,MORNING,AUTUMN,2071,2.26,176.46,3.928536938676967,7.2,64.231798,27.729788,64.231754,27.729523,0.13289327687626773,2017,10,29,8,12,42,2017,10,29,8,11,14,2017,10,29,8,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
BADMINTON,Sunday,AFTERNOON,AUTUMN,3600,0.0,542.68,0.0,5.0,64.231685,27.729525,64.231782,27.729592,0.265088,2017,10,29,17,25,34,2017,10,29,13,0,0,2017,10,29,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
WALKING,Sunday,EVENING,AUTUMN,2572,3.19,235.597,4.465007776049767,18.9,64.231685,27.729525,64.231782,27.729592,0.13289327687626773,2017,10,29,17,44,5,2017,10,29,17,43,2,2017,10,29,18,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
WALKING,Monday,NIGHT,AUTUMN,1252,1.21,99.9706,3.479233226837061,7.2,64.231598,27.729883,64.231842,27.729454,0.13289327687626773,2017,10,30,4,19,28,2017,10,30,4,14,19,2017,10,30,4,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
WALKING,Monday,AFTERNOON,AUTUMN,3379,4.05,303.471,4.314886060964782,6.3,64.231887,27.729538,64.231816,27.729484,0.13289327687626773,2017,10,30,16,9,20,2017,10,30,16,7,35,2017,10,30,17,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Tuesday,NIGHT,AUTUMN,1188,1.36,103.952,4.121212121212121,7.2,64.231698,27.729581,64.23181,27.729488,0.13289327687626773,2017,10,31,4,15,28,2017,10,31,4,13,29,2017,10,31,4,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
WALKING,Tuesday,AFTERNOON,AUTUMN,2355,2.84,212.249,4.34140127388535,7.2,64.231936,27.72972,64.231756,27.72958,0.13289327687626773,2017,10,31,13,40,45,2017,10,31,13,37,57,2017,10,31,14,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
WALKING,Wednesday,NIGHT,AUTUMN,1302,1.16,99.7182,3.2073732718894,6.3,64.231741,27.729601,64.231875,27.729572,0.13289327687626773,2017,11,1,4,21,58,2017,11,1,4,19,14,2017,11,1,4,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
WALKING,Wednesday,AFTERNOON,AUTUMN,3000,3.47,264.036,4.164000000000001,8.1,64.231865,27.729479,64.231779,27.729537,0.13289327687626773,2017,11,1,15,56,10,2017,11,1,15,54,44,2017,11,1,16,48,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
WALKING,Thursday,NIGHT,AUTUMN,1262,1.26,102.5,3.594294770206022,7.2,64.231751,27.729471,64.231811,27.729514,0.13289327687626773,2017,11,2,4,12,26,2017,11,2,4,10,57,2017,11,2,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
WALKING,Thursday,AFTERNOON,AUTUMN,2923,3.35,255.932,4.125898049948683,9.0,64.231908,27.729437,64.231892,27.729511,0.13289327687626773,2017,11,2,15,30,37,2017,11,2,15,29,2,2017,11,2,16,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
WALKING,Friday,NIGHT,AUTUMN,1205,1.25,99.8838,3.734439834024896,6.3,64.231745,27.72953,64.231711,27.729468,0.13289327687626773,2017,11,3,4,19,3,2017,11,3,4,16,45,2017,11,3,4,36,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
WEIGHT_TRAINING,Friday,AFTERNOON,AUTUMN,2400,0.0,394.677,0.0,2.400000035762787,64.232111,27.72937,64.231839,27.729583,0.2025800774647887,2017,11,8,12,4,48,2017,11,3,11,3,0,2017,11,3,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Friday,AFTERNOON,AUTUMN,2950,3.37,257.826,4.112542372881356,6.3,64.232111,27.72937,64.231839,27.729583,0.13289327687626773,2017,11,3,15,26,57,2017,11,3,15,25,14,2017,11,3,16,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Saturday,MORNING,AUTUMN,2077,2.75,197.719,4.766490129995185,7.2,64.231842,27.73001,64.231806,27.729571,0.13289327687626773,2017,11,4,8,19,58,2017,11,4,8,17,29,2017,11,4,8,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
WALKING,Saturday,AFTERNOON,AUTUMN,2535,3.41,244.751,4.842603550295858,6.3,64.231971,27.729641,64.231723,27.729628,0.13289327687626773,2017,11,4,15,19,9,2017,11,4,15,10,12,2017,11,4,15,52,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Sunday,MORNING,AUTUMN,2710,3.02,233.596,4.011808118081181,9.0,64.231679,27.729666,64.231815,27.729597,0.13289327687626773,2017,11,5,7,19,37,2017,11,5,7,17,36,2017,11,5,8,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
WALKING,Sunday,AFTERNOON,AUTUMN,1670,1.8,141.331,3.8802395209580833,6.3,64.231794,27.729215,64.231928,27.729671,0.13289327687626773,2017,11,5,13,35,1,2017,11,5,13,32,7,2017,11,5,13,59,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
WALKING,Sunday,EVENING,AUTUMN,1410,1.94,142.773,4.953191489361704,7.2,64.231907,27.729594,64.231815,27.729535,0.13289327687626773,2017,11,5,18,1,19,2017,11,5,17,59,57,2017,11,5,18,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
WALKING,Monday,AFTERNOON,AUTUMN,3260,4.48,329.272,4.947239263803682,7.2,64.23193,27.729392,64.231797,27.729509,0.13289327687626773,2017,11,6,15,32,50,2017,11,6,15,31,40,2017,11,6,16,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Tuesday,NIGHT,AUTUMN,1084,1.0,84.5116,3.321033210332103,8.1,64.232249,27.73015,64.231788,27.729418,0.13289327687626773,2017,11,7,4,17,42,2017,11,7,4,15,28,2017,11,7,4,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
WALKING,Tuesday,AFTERNOON,AUTUMN,3481,4.69,337.231,4.85033036483769,9.0,64.231802,27.729939,64.231701,27.729556,0.13289327687626773,2017,11,7,16,3,39,2017,11,7,15,27,0,2017,11,7,16,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
WALKING,Wednesday,NIGHT,AUTUMN,1308,1.16,99.9156,3.192660550458715,6.3,64.231712,27.729563,64.231812,27.72958,0.13289327687626773,2017,11,8,3,57,57,2017,11,8,3,55,20,2017,11,8,4,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
BADMINTON,Wednesday,AFTERNOON,AUTUMN,3000,0.0,452.234,0.0,5.0,64.231492,27.728767,64.231745,27.729568,0.265088,2017,11,8,12,5,23,2017,11,8,15,4,0,2017,11,8,15,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
WALKING,Wednesday,AFTERNOON,AUTUMN,2160,2.62,195.325,4.366666666666667,8.1,64.231492,27.728767,64.231745,27.729568,0.13289327687626773,2017,11,8,16,42,35,2017,11,8,16,41,5,2017,11,8,17,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
WALKING,Thursday,NIGHT,AUTUMN,1140,1.09,90.523,3.4421052631578952,6.3,64.23173,27.729204,64.231797,27.729546,0.13289327687626773,2017,11,9,4,15,56,2017,11,9,4,13,8,2017,11,9,4,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
WALKING,Thursday,AFTERNOON,AUTUMN,2303,3.4,268.653,5.314806773773339,6.3,64.231665,27.729588,64.23173,27.729468,0.13289327687626773,2017,11,9,15,42,37,2017,11,9,15,4,42,2017,11,9,15,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
WALKING,Friday,NIGHT,AUTUMN,1104,1.28,97.2959,4.173913043478261,8.1,64.231668,27.72936,64.231794,27.729539,0.13289327687626773,2017,11,10,4,19,47,2017,11,10,4,18,6,2017,11,10,4,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
RUNNING,Friday,AFTERNOON,AUTUMN,3700,8.08,814.876,7.861621621621622,14.4,64.231994,27.729664,64.231719,27.729579,0.2855424999999999,2017,11,10,16,33,3,2017,11,10,16,31,51,2017,11,10,17,33,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Saturday,MORNING,AUTUMN,2942,3.63,268.678,4.4418762746431,6.3,64.231732,27.729094,64.231806,27.729567,0.13289327687626773,2017,11,11,8,4,22,2017,11,11,8,2,58,2017,11,11,8,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
WALKING,Saturday,AFTERNOON,AUTUMN,2674,3.58,256.248,4.819745699326852,8.1,64.231812,27.729477,64.231772,27.729599,0.13289327687626773,2017,11,11,15,53,41,2017,11,11,15,51,3,2017,11,11,16,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Sunday,MORNING,AUTUMN,3068,3.5,267.933,4.106910039113429,7.2,64.231814,27.729494,64.23176,27.729569,0.13289327687626773,2017,11,12,8,0,12,2017,11,12,7,43,1,2017,11,12,8,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
WEIGHT_TRAINING,Sunday,AFTERNOON,AUTUMN,2700,0.0,444.011,0.0,2.400000035762787,64.23165,27.729441,64.231808,27.729465,0.2025800774647887,2017,11,12,14,32,51,2017,11,12,13,32,0,2017,11,12,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
WALKING,Sunday,EVENING,AUTUMN,1326,1.54,116.973,4.180995475113122,7.2,64.23165,27.729441,64.231808,27.729465,0.13289327687626773,2017,11,12,17,32,43,2017,11,12,17,13,23,2017,11,12,17,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
WALKING,Monday,NIGHT,AUTUMN,1066,1.09,87.6835,3.681050656660413,6.3,64.231804,27.729534,64.231818,27.72943,0.13289327687626773,2017,11,13,4,18,37,2017,11,13,4,16,17,2017,11,13,4,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
WALKING,Monday,AFTERNOON,AUTUMN,3137,4.33,319.766,4.969078737647434,9.0,64.2318,27.729326,64.231715,27.729499,0.13289327687626773,2017,11,13,15,58,20,2017,11,13,15,57,1,2017,11,13,16,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Tuesday,NIGHT,AUTUMN,1159,1.18,95.1146,3.665228645383951,6.3,64.231717,27.729197,64.231761,27.729575,0.13289327687626773,2017,11,14,4,18,5,2017,11,14,4,14,40,2017,11,14,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
WALKING,Tuesday,AFTERNOON,AUTUMN,3581,4.5,330.535,4.523876012287071,13.5,64.231719,27.729693,64.23182,27.729498,0.13289327687626773,2017,11,14,15,44,0,2017,11,14,15,42,32,2017,11,14,16,42,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
WALKING,Wednesday,NIGHT,AUTUMN,995,1.1,85.3883,3.979899497487437,6.3,64.231618,27.729134,64.231756,27.729547,0.13289327687626773,2017,11,15,4,14,13,2017,11,15,4,11,9,2017,11,15,4,27,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
WALKING,Wednesday,AFTERNOON,AUTUMN,2523,3.12,230.712,4.451843043995244,8.1,64.231972,27.72955,64.231703,27.729521,0.13289327687626773,2017,11,15,15,47,14,2017,11,15,15,45,0,2017,11,15,16,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
WALKING,Thursday,NIGHT,AUTUMN,1127,1.15,92.5992,3.673469387755101,6.3,64.231833,27.72947,64.231825,27.729551,0.13289327687626773,2017,11,16,4,19,50,2017,11,16,4,15,35,2017,11,16,4,34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
WALKING,Thursday,AFTERNOON,AUTUMN,2956,3.7,272.219,4.506089309878214,7.2,64.231794,27.729542,64.23182,27.729618,0.13289327687626773,2017,11,16,15,34,16,2017,11,16,15,23,0,2017,11,16,16,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
WALKING,Friday,NIGHT,AUTUMN,2581,1.06,137.455,1.478496706702828,6.3,64.231637,27.729076,64.231816,27.729537,0.13289327687626773,2017,11,17,3,46,23,2017,11,17,3,44,59,2017,11,17,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
WALKING,Friday,AFTERNOON,AUTUMN,3013,3.35,259.385,4.002655160969134,9.0,64.231737,27.729533,64.231766,27.729482,0.13289327687626773,2017,11,17,16,26,48,2017,11,17,16,10,13,2017,11,17,17,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
WALKING,Saturday,MORNING,AUTUMN,3713,3.83,306.845,3.713439267438729,8.1,64.231923,27.729796,64.231814,27.729542,0.13289327687626773,2017,11,18,8,19,30,2017,11,18,8,16,57,2017,11,18,9,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
WALKING,Saturday,AFTERNOON,AUTUMN,2208,3.04,223.889,4.956521739130436,6.3,64.231621,27.72935,64.231728,27.729614,0.13289327687626773,2017,11,18,16,59,11,2017,11,18,16,56,41,2017,11,18,17,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
