sport,start_time_weekday_cat,start_time_daytime_cat,start_time_season_cat,duration_s,distance_km,calories_kcal,speed_avg_kmh,speed_max_kmh,start_lat,start_long,end_lat,end_long,hydration_l,created_date_year,created_date_month,created_date_day,created_date_hour,created_date_minute,created_date_second,start_time_year,start_time_month,start_time_day,start_time_hour,start_time_minute,start_time_second,end_time_year,end_time_month,end_time_day,end_time_hour,end_time_minute,end_time_second,sport_BADMINTON,sport_BEACH_VOLLEY,sport_CROSSFIT,sport_CROSS_TRAINING,sport_CYCLING_SPORT,sport_CYCLING_TRANSPORTATION,sport_FITNESS_WALKING,sport_ICE_SKATING,sport_ROLLER_SKATING,sport_RUNNING,sport_RUNNING_CANICROSS,sport_SKIING_CROSS_COUNTRY,sport_STAIR_CLIMBING,sport_STRETCHING,sport_SWIMMING,sport_WALKING,sport_WEIGHT_TRAINING,source_INPUT_MANUAL_MOBILE,source_TRACK_MOBILE,start_time_weekday_Friday,start_time_weekday_Monday,start_time_weekday_Saturday,start_time_weekday_Sunday,start_time_weekday_Thursday,start_time_weekday_Tuesday,start_time_weekday_Wednesday,start_time_daytime_AFTERNOON,start_time_daytime_EVENING,start_time_daytime_MORNING,start_time_daytime_NIGHT,start_time_season_AUTUMN,start_time_season_SPRING,start_time_season_SUMMER,start_time_season_WINTER
CROSS_TRAINING,Monday,EVENING,WINTER,292,0.0,35.0,0.0,0.0,64.231706,27.729843,64.231714,27.729574,0.019332,2019,2,11,17,31,49,2019,2,11,17,30,47,2019,2,11,17,35,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
WALKING,Tuesday,MORNING,WINTER,1641,2.4586000442504883,198.0,5.393638122670175,12.5353,64.231882,27.729549,64.231806,27.729529,0.110276,2019,2,12,10,10,31,2019,2,12,10,8,37,2019,2,12,10,35,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
WALKING,Tuesday,AFTERNOON,WINTER,651,0.949353992938995,74.0,5.249883831920711,11.0194,64.232225,27.730879,64.231755,27.72955,0.041932,2019,2,12,11,3,1,2019,2,12,11,1,35,2019,2,12,11,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SKIING_CROSS_COUNTRY,Tuesday,EVENING,WINTER,1585,4.135098934173584,435.0,9.392022815788582,30.5983,64.231762,27.729538,64.232419,27.730555,0.2163419999999999,2019,2,12,17,57,8,2019,2,12,17,55,0,2019,2,12,18,21,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
ICE_SKATING,Tuesday,EVENING,WINTER,1193,3.74904203414917,229.0,11.313119298354575,31.7745,64.231733,27.729942,64.231637,27.729366,0.1187759999999999,2019,2,12,19,32,21,2019,2,12,18,37,37,2019,2,12,18,57,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
WALKING,Wednesday,EVENING,WINTER,582,0.7979270219802851,59.0,4.935631063795581,7.77517,61.047906,28.194814,61.048003,28.194991,0.034006,2019,2,13,18,39,56,2019,2,13,18,38,49,2019,2,13,18,48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
WALKING,Thursday,AFTERNOON,WINTER,418,0.752227008342742,70.0,6.478510119698265,14.0067,60.175789,24.934106,60.172213,24.940274,0.036805,2019,2,14,13,49,17,2019,2,14,13,47,7,2019,2,14,13,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
WALKING,Friday,MORNING,WINTER,873,1.285181999206543,102.0,5.299719584356879,10.4249,64.232878,27.7342,64.231806,27.729538,0.057106,2019,2,15,9,14,46,2019,2,15,9,13,37,2019,2,15,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
WALKING,Friday,AFTERNOON,WINTER,1512,2.013325929641723,145.0,4.793633165813628,9.98526,64.231771,27.72939,64.231747,27.729565,0.084809,2019,2,15,16,54,48,2019,2,15,16,53,11,2019,2,15,17,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SKIING_CROSS_COUNTRY,Friday,EVENING,WINTER,2232,5.815083980560303,612.0,9.379167710581132,28.0282,64.231657,27.72932,64.23298,27.731405,0.304343,2019,2,15,17,39,13,2019,2,15,17,36,54,2019,2,15,18,14,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WALKING,Saturday,MORNING,WINTER,2021,2.833888053894043,214.0,5.047994554190279,12.4792,64.232009,27.729571,64.231751,27.729546,0.1223269999999999,2019,2,16,9,0,28,2019,2,16,8,58,21,2019,2,16,9,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
SKIING_CROSS_COUNTRY,Saturday,AFTERNOON,WINTER,2494,7.415111064910889,749.0,10.703448209173697,31.6569,64.23174,27.72934,64.231821,27.729639,0.369728,2019,2,16,11,49,12,2019,2,16,11,47,35,2019,2,16,12,29,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
WALKING,Saturday,AFTERNOON,WINTER,1237,1.6552690267562862,119.0,4.817274451352168,10.6114,64.231734,27.729494,64.23179,27.729588,0.069536,2019,2,16,16,45,13,2019,2,16,16,43,27,2019,2,16,17,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
WALKING,Sunday,MORNING,WINTER,2062,2.780261039733886,201.0,4.85399599565567,13.0232,64.231857,27.72961,64.231745,27.72958,0.1171489999999999,2019,2,17,8,17,53,2019,2,17,8,16,22,2019,2,17,8,50,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
SKIING_CROSS_COUNTRY,Sunday,AFTERNOON,WINTER,4263,11.314565658569336,1183.0,9.55487599597692,31.3667,64.231845,27.729408,64.231733,27.729745,0.588052,2019,2,17,11,23,1,2019,2,17,11,21,7,2019,2,17,12,32,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ICE_SKATING,Sunday,EVENING,WINTER,1429,3.704555988311767,275.0,9.332681286159806,33.5323,64.231862,27.729599,64.23175,27.729543,0.142292,2019,2,17,18,46,15,2019,2,17,18,44,44,2019,2,17,19,8,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
WALKING,Monday,MORNING,WINTER,1298,1.890763044357299,148.0,5.244026933502527,11.8688,64.231664,27.729239,64.231783,27.729539,0.083461,2019,2,18,9,5,52,2019,2,18,9,3,58,2019,2,18,9,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
WALKING,Monday,EVENING,WINTER,1670,2.02457594871521,151.0,4.364355338547759,9.62955,64.231883,27.72963,64.231833,27.729554,0.0898429999999999,2019,2,18,18,0,34,2019,2,18,17,59,32,2019,2,18,18,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ICE_SKATING,Monday,EVENING,WINTER,1818,5.01966381072998,350.0,9.939928338079168,23.5328,64.231826,27.729474,64.231697,27.729564,0.1811529999999999,2019,2,18,18,39,11,2019,2,18,18,37,16,2019,2,18,19,7,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
WALKING,Tuesday,MORNING,WINTER,1730,2.525166034698486,198.0,5.254680765846561,9.61012,64.231817,27.729544,64.231814,27.729548,0.111593,2019,2,19,10,5,4,2019,2,19,10,2,54,2019,2,19,10,31,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
SKIING_CROSS_COUNTRY,Tuesday,AFTERNOON,WINTER,2376,7.37676191329956,736.0,11.176911989847818,43.8447,64.231775,27.729457,64.231818,27.729637,0.362332,2019,2,19,13,13,51,2019,2,19,13,12,21,2019,2,19,13,51,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
WALKING,Tuesday,AFTERNOON,WINTER,1741,2.441577911376953,184.0,5.048638989636434,9.48341,64.231733,27.729394,64.231772,27.729583,0.105401,2019,2,19,16,45,56,2019,2,19,16,44,14,2019,2,19,17,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
WALKING,Wednesday,EVENING,WINTER,439,0.5863599777221681,42.0,4.808418951707983,9.30386,61.063144,28.09678,61.06299,28.09712,0.024637,2019,2,20,17,43,46,2019,2,20,17,41,52,2019,2,20,17,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
WALKING,Thursday,MORNING,WINTER,808,1.06322705745697,77.0,4.7371502559964025,10.4514,61.06278,28.097103,61.062762,28.096947,0.045092,2019,2,21,7,26,22,2019,2,21,7,24,39,2019,2,21,7,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
WALKING,Thursday,EVENING,WINTER,980,1.403393030166626,108.0,5.155321335305973,11.4827,64.231813,27.729845,64.231794,27.729546,0.061341,2019,2,21,21,1,16,2019,2,21,21,0,14,2019,2,21,21,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
WALKING,Friday,MORNING,WINTER,1446,2.21016788482666,181.0,5.502492659319486,12.6258,64.231846,27.729555,64.231766,27.72948,0.100205,2019,2,22,9,32,53,2019,2,22,9,30,45,2019,2,22,9,54,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
WALKING,Friday,AFTERNOON,WINTER,2256,3.462882995605468,285.0,5.525877120647025,8.4551,64.23205,27.729489,64.231901,27.72956,0.15733,2019,2,22,15,48,42,2019,2,22,15,47,34,2019,2,22,16,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
WALKING,Saturday,MORNING,WINTER,2031,2.804155111312866,208.0,4.9704374203477695,12.3677,64.231673,27.729159,64.231817,27.729555,0.119902,2019,2,23,8,58,36,2019,2,23,8,57,35,2019,2,23,9,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
WALKING,Saturday,AFTERNOON,WINTER,3531,5.090732097625732,395.0,5.190211144563194,8.759360000000001,64.231936,27.729597,64.231893,27.729606,0.2234229999999999,2019,2,23,14,50,7,2019,2,23,14,49,5,2019,2,23,15,47,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
WALKING,Sunday,MORNING,WINTER,2368,3.23342490196228,237.0,4.915679749604818,11.0722,64.231824,27.729581,64.231772,27.72949,0.137339,2019,2,24,8,3,3,2019,2,24,8,2,1,2019,2,24,8,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
WALKING,Sunday,AFTERNOON,WINTER,2391,3.398446083068847,260.0,5.116857339626872,8.82318,64.231835,27.729496,64.231856,27.729599,0.147927,2019,2,24,15,8,46,2019,2,24,15,7,44,2019,2,24,15,47,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
WALKING,Monday,MORNING,WINTER,1796,2.25341796875,166.0,4.516873434020045,13.3615,64.231937,27.729572,64.231883,27.729428,0.098067,2019,2,25,9,10,16,2019,2,25,9,9,14,2019,2,25,9,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
WALKING,Monday,AFTERNOON,WINTER,962,1.308748006820678,96.0,4.8976016887260325,11.5764,64.231805,27.729533,64.231944,27.729604,0.0554809999999999,2019,2,25,15,47,29,2019,2,25,15,46,27,2019,2,25,16,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
WALKING,Monday,EVENING,WINTER,1560,1.916620016098022,143.0,4.422969267918513,10.168,64.231485,27.729253,64.231828,27.729561,0.1034679999999999,2019,2,25,18,40,6,2019,2,25,18,39,4,2019,2,25,19,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
WALKING,Tuesday,MORNING,WINTER,1501,1.941961050033569,141.0,4.657601452445603,9.33954,64.231744,27.729852,64.231819,27.729506,0.083092,2019,2,26,10,25,47,2019,2,26,10,24,44,2019,2,26,10,49,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
WALKING,Tuesday,AFTERNOON,WINTER,2227,3.274604082107544,259.0,5.293477636096613,10.9599,64.231768,27.729545,64.231871,27.729623,0.145314,2019,2,26,16,20,10,2019,2,26,16,19,8,2019,2,26,16,56,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SWIMMING,Tuesday,EVENING,WINTER,1500,0.8000000119209291,291.0,1.9200000286102288,2.888888782925076,64.231768,27.729545,64.231871,27.729623,0.150275,2019,2,26,18,30,29,2019,2,26,18,30,16,2019,2,26,18,55,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
WALKING,Wednesday,MORNING,WINTER,1999,2.283732891082763,175.0,4.112775591744847,10.4925,64.231576,27.729751,64.231662,27.729686,0.104834,2019,2,27,8,0,36,2019,2,27,7,59,34,2019,2,27,8,32,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
WALKING,Wednesday,AFTERNOON,WINTER,1887,2.748434066772461,215.0,5.24343542150549,11.2605,64.231196,27.730061,64.231794,27.729564,0.1213119999999999,2019,2,27,16,50,13,2019,2,27,16,49,11,2019,2,27,17,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
SKIING_CROSS_COUNTRY,Wednesday,EVENING,WINTER,1729,4.186501979827881,451.0,8.716834660139023,38.217,64.231817,27.729584,64.231829,27.729507,0.225463,2019,2,27,18,32,38,2019,2,27,18,31,37,2019,2,27,19,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
WALKING,Thursday,MORNING,WINTER,1924,2.25255799293518,171.0,4.214765475346492,9.44413,64.231903,27.729618,64.231852,27.729595,0.1019269999999999,2019,2,28,8,17,55,2019,2,28,8,16,53,2019,2,28,8,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
WALKING,Thursday,EVENING,WINTER,1388,2.265028953552246,196.0,5.874714865121099,11.1272,64.231968,27.729647,64.231948,27.729496,0.106127,2019,2,28,17,30,46,2019,2,28,17,29,45,2019,2,28,17,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
SKIING_CROSS_COUNTRY,Thursday,EVENING,WINTER,2854,7.317854881286621,774.0,9.230650866374155,33.2468,64.231936,27.729492,64.231823,27.729576,0.3853649999999999,2019,2,28,18,5,26,2019,2,28,18,4,25,2019,2,28,18,54,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
WALKING,Friday,MORNING,SPRING,1610,2.33728289604187,182.0,5.226222624689896,9.90848,64.231808,27.729753,64.231857,27.729495,0.1030079999999999,2019,3,1,9,20,43,2019,3,1,9,2,14,2019,3,1,9,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
SWIMMING,Friday,AFTERNOON,SPRING,1500,1.0,335.0,2.4,2.888888782925076,64.231878,27.729747,64.231754,27.729597,0.170183,2019,3,1,14,36,23,2019,3,1,14,36,12,2019,3,1,15,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Friday,EVENING,SPRING,2120,3.007266044616699,229.0,5.106678188971753,8.69905,64.231878,27.729747,64.231754,27.729597,0.13075,2019,3,1,18,17,10,2019,3,1,18,16,8,2019,3,1,18,51,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
WALKING,Saturday,MORNING,SPRING,1411,1.948228955268859,145.0,4.970676285590287,14.6289,64.231894,27.729693,64.231834,27.729514,0.083343,2019,3,2,8,39,45,2019,3,2,8,38,43,2019,3,2,9,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Saturday,AFTERNOON,SPRING,3572,4.884954929351807,358.0,4.923246849290734,9.18533,64.231514,27.729894,64.231749,27.729508,0.2076339999999999,2019,3,2,15,46,25,2019,3,2,15,45,24,2019,3,2,16,44,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CROSS_TRAINING,Sunday,MORNING,SPRING,1298,0.0,153.0,0.0,0.0,64.231774,27.729642,64.231909,27.729464,0.085933,2019,3,3,9,8,45,2019,3,3,9,7,44,2019,3,3,9,29,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
WALKING,Sunday,MORNING,SPRING,1200,1.399999976158142,106.0,4.199999928474426,10.054601488563929,64.231774,27.729642,64.231909,27.729464,0.0596169999999999,2019,3,3,9,55,49,2019,3,3,9,55,30,2019,3,3,10,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
SKIING_CROSS_COUNTRY,Sunday,AFTERNOON,SPRING,4012,11.23315143585205,1156.0,10.079597499767544,30.9188,64.231774,27.729642,64.231909,27.729464,0.572326,2019,3,3,12,5,41,2019,3,3,12,4,39,2019,3,3,13,11,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
WALKING,Sunday,EVENING,SPRING,2784,3.469320058822632,257.0,4.486189731236162,9.38336,64.231842,27.729695,64.231917,27.72951,0.151602,2019,3,3,17,42,47,2019,3,3,17,41,44,2019,3,3,18,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
WALKING,Monday,MORNING,SPRING,1415,2.054214000701904,160.0,5.2262688357080265,9.0598,64.23183,27.729521,64.231878,27.729573,0.090501,2019,3,4,10,22,40,2019,3,4,10,21,38,2019,3,4,10,45,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Monday,AFTERNOON,SPRING,1413,2.173492908477783,179.0,5.537561550261867,10.2185,64.231847,27.729479,64.231825,27.729599,0.098872,2019,3,4,16,25,19,2019,3,4,16,24,17,2019,3,4,16,47,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Monday,EVENING,SPRING,2123,2.737430095672607,200.0,4.6418974773534565,9.04563,64.231945,27.729641,64.231829,27.729538,0.1173879999999999,2019,3,4,17,7,42,2019,3,4,17,6,41,2019,3,4,17,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
WALKING,Tuesday,AFTERNOON,SPRING,2736,3.438903093338012,253.0,4.524872491234228,9.67878,61.062777,28.09706,61.062861,28.097162,0.149558,2019,3,5,14,25,14,2019,3,5,14,24,12,2019,3,5,15,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
WALKING,Wednesday,EVENING,SPRING,1514,2.034207105636596,146.0,4.836952166639199,10.2621,64.231962,27.729556,64.231823,27.729519,0.085529,2019,3,6,19,47,23,2019,3,6,19,46,21,2019,3,6,20,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
WALKING,Thursday,MORNING,SPRING,1845,1.681990981101989,143.0,3.281933621662419,10.7779,64.231821,27.729512,64.232009,27.729538,0.0885,2019,3,7,10,3,3,2019,3,7,10,2,1,2019,3,7,10,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
WALKING,Thursday,EVENING,SPRING,3848,4.05185604095459,323.0,3.790717709832776,8.71154,64.231911,27.729458,64.231688,27.72963,0.195125,2019,3,7,17,20,28,2019,3,7,17,19,26,2019,3,7,18,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
WALKING,Friday,MORNING,SPRING,1331,1.901589035987854,146.0,5.143291156691415,8.07918,64.2319,27.729532,64.231921,27.729399,0.08304,2019,3,8,8,44,37,2019,3,8,8,43,35,2019,3,8,9,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
SWIMMING,Friday,AFTERNOON,SPRING,1500,1.0,335.0,2.4,2.888888782925076,64.231911,27.729587,64.23179,27.729538,0.170183,2019,3,8,14,53,10,2019,3,8,14,52,56,2019,3,8,15,17,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Friday,EVENING,SPRING,1257,1.619935989379882,118.0,4.639434814453125,6.96793,64.231911,27.729587,64.23179,27.729538,0.069487,2019,3,8,18,22,19,2019,3,8,18,21,17,2019,3,8,18,42,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
WALKING,Saturday,MORNING,SPRING,1934,2.720319986343384,206.0,5.063677327216227,7.87698,64.231956,27.729709,64.231879,27.729625,0.117682,2019,3,9,8,22,22,2019,3,9,8,21,20,2019,3,9,8,53,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
SKIING_CROSS_COUNTRY,Saturday,MORNING,SPRING,5820,14.399697303771973,1540.0,8.907029260065137,36.1787,64.231745,27.72966,64.231844,27.729527,0.769048,2019,3,9,10,4,8,2019,3,9,10,3,7,2019,3,9,11,40,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Saturday,AFTERNOON,SPRING,1778,2.223362922668457,164.0,4.501747200003625,8.66656,64.232015,27.729702,64.231787,27.729478,0.096939,2019,3,9,14,10,13,2019,3,9,14,9,11,2019,3,9,14,38,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Sunday,MORNING,SPRING,2163,3.123889923095703,243.0,5.199262007926274,7.82888,64.231799,27.729538,64.231836,27.729569,0.137217,2019,3,10,8,36,14,2019,3,10,8,35,12,2019,3,10,9,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
WALKING,Sunday,AFTERNOON,SPRING,5524,8.319299697875977,672.0,5.421701468565083,9.44026,64.231875,27.729596,64.231814,27.729485,0.374075,2019,3,10,14,17,33,2019,3,10,14,16,31,2019,3,10,15,48,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
WALKING,Monday,MORNING,SPRING,1337,2.006134033203125,161.0,5.401707194862565,9.12167,64.231766,27.729238,64.231847,27.729503,0.090025,2019,3,11,8,40,52,2019,3,11,8,39,51,2019,3,11,9,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
SKIING_CROSS_COUNTRY,Monday,AFTERNOON,SPRING,1913,4.22408390045166,466.0,7.949138547635116,27.1423,64.231916,27.72959,64.231868,27.729505,0.234845,2019,3,11,12,39,3,2019,3,11,12,38,1,2019,3,11,13,9,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Monday,AFTERNOON,SPRING,1724,1.957448005676269,151.0,4.087478434126781,11.3267,64.231814,27.72945,64.231822,27.729539,0.0901469999999999,2019,3,11,16,26,21,2019,3,11,16,25,19,2019,3,11,16,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Tuesday,MORNING,SPRING,1386,1.6095420122146602,123.0,4.180628603154963,8.16201,64.231872,27.729397,64.231825,27.729554,0.073193,2019,3,12,8,10,46,2019,3,12,8,9,44,2019,3,12,8,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
WALKING,Tuesday,EVENING,SPRING,2274,3.29259991645813,256.0,5.212559234498358,8.75963,64.23195,27.729548,64.231802,27.729573,0.144877,2019,3,12,17,42,2,2019,3,12,17,41,0,2019,3,12,18,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
