5.130000000000000000e+02,7.796000000000000000e+03
5.130000000000000000e+02,7.796000000000000000e+03
4.450000000000000000e+02,7.823000000000000000e+03
3.900000000000000000e+02,7.821000000000000000e+03
3.290000000000000000e+02,7.758000000000000000e+03
3.010000000000000000e+02,7.736000000000000000e+03
2.340000000000000000e+02,7.772000000000000000e+03
1.820000000000000000e+02,7.707000000000000000e+03
1.820000000000000000e+02,7.707000000000000000e+03
1.820000000000000000e+02,7.707000000000000000e+03
1.360000000000000000e+02,7.776000000000000000e+03
8.900000000000000000e+01,7.868000000000000000e+03
4.700000000000000000e+01,7.951000000000000000e+03
1.700000000000000000e+01,8.059000000000000000e+03
0.000000000000000000e+00,8.130000000000000000e+03
5.000000000000000000e+00,8.260000000000000000e+03
3.500000000000000000e+01,8.361000000000000000e+03
5.900000000000000000e+01,8.455000000000000000e+03
1.100000000000000000e+02,8.542000000000000000e+03
1.430000000000000000e+02,8.631000000000000000e+03
2.020000000000000000e+02,8.713000000000000000e+03
2.500000000000000000e+02,8.770000000000000000e+03
3.070000000000000000e+02,8.844000000000000000e+03
3.380000000000000000e+02,8.880000000000000000e+03
4.000000000000000000e+02,8.910000000000000000e+03
4.380000000000000000e+02,8.998000000000000000e+03
4.570000000000000000e+02,9.041000000000000000e+03
5.030000000000000000e+02,9.102000000000000000e+03
5.640000000000000000e+02,9.146000000000000000e+03
6.220000000000000000e+02,9.168000000000000000e+03
6.770000000000000000e+02,9.209000000000000000e+03
7.090000000000000000e+02,9.238000000000000000e+03
7.410000000000000000e+02,9.263000000000000000e+03
7.890000000000000000e+02,9.348000000000000000e+03
8.090000000000000000e+02,9.387000000000000000e+03
8.650000000000000000e+02,9.383000000000000000e+03
9.060000000000000000e+02,9.486000000000000000e+03
9.760000000000000000e+02,9.502000000000000000e+03
1.037000000000000000e+03,9.463000000000000000e+03
1.101000000000000000e+03,9.570000000000000000e+03
1.148000000000000000e+03,9.678000000000000000e+03
1.183000000000000000e+03,9.765000000000000000e+03
1.204000000000000000e+03,9.830000000000000000e+03
1.250000000000000000e+03,9.922000000000000000e+03
1.315000000000000000e+03,9.952000000000000000e+03
1.349000000000000000e+03,9.963000000000000000e+03
1.408000000000000000e+03,9.993000000000000000e+03
1.470000000000000000e+03,1.000000000000000000e+04
1.529000000000000000e+03,9.936000000000000000e+03
1.565000000000000000e+03,9.815000000000000000e+03
1.601000000000000000e+03,9.667000000000000000e+03
1.609000000000000000e+03,9.533000000000000000e+03
1.588000000000000000e+03,9.407000000000000000e+03
1.681000000000000000e+03,9.328000000000000000e+03
1.713000000000000000e+03,9.295000000000000000e+03
1.749000000000000000e+03,9.256000000000000000e+03
1.784000000000000000e+03,9.149000000000000000e+03
1.831000000000000000e+03,9.050000000000000000e+03
1.870000000000000000e+03,8.929000000000000000e+03
1.904000000000000000e+03,8.841000000000000000e+03
1.966000000000000000e+03,8.776000000000000000e+03
1.999000000000000000e+03,8.650000000000000000e+03
2.046000000000000000e+03,8.561000000000000000e+03
2.074000000000000000e+03,8.443000000000000000e+03
2.127000000000000000e+03,8.360000000000000000e+03
2.172000000000000000e+03,8.267000000000000000e+03
2.208000000000000000e+03,8.153000000000000000e+03
2.219000000000000000e+03,8.044000000000000000e+03
2.274000000000000000e+03,7.985000000000000000e+03
2.291000000000000000e+03,7.934000000000000000e+03
2.291000000000000000e+03,7.934000000000000000e+03
2.291000000000000000e+03,7.934000000000000000e+03
2.294000000000000000e+03,7.810000000000000000e+03
2.328000000000000000e+03,7.648000000000000000e+03
2.338000000000000000e+03,7.516000000000000000e+03
2.343000000000000000e+03,7.446000000000000000e+03
2.311000000000000000e+03,7.340000000000000000e+03
2.322000000000000000e+03,7.206000000000000000e+03
2.342000000000000000e+03,7.084000000000000000e+03
2.378000000000000000e+03,6.987000000000000000e+03
2.383000000000000000e+03,6.859000000000000000e+03
2.357000000000000000e+03,6.758000000000000000e+03
2.365000000000000000e+03,6.633000000000000000e+03
2.411000000000000000e+03,6.491000000000000000e+03
2.427000000000000000e+03,6.379000000000000000e+03
2.449000000000000000e+03,6.258000000000000000e+03
2.417000000000000000e+03,6.156000000000000000e+03
